StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q20,Q21,Q16,Q22,Q18,Q3_1,Q3_2,Q3_3,Q3_4,Q24_1,Q24_2,Q24_3,Q24_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q19,Q8,gender,age,Q24,Condition
2020-07-30 07:27:14,2020-07-30 07:29:52,IP Address,,100,157,True,2020-07-30 07:29:52,R_1ODNj7qWXmHW4ss,,,,,,,anonymous,EN,Yes,Yes,Yes,456,,Very likely7,"Very likely
7",6,6,"Very likely
7","Very annoyed
7",6,"Very annoyed
7",6,"Very much control
7",Very reasonable7,6,6,6,Very reasonable7,6,Very reasonable7,Very reasonable7,Very reasonable7,6,6,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,25,,1
2020-07-30 07:25:15,2020-07-30 07:30:05,IP Address,,100,289,True,2020-07-30 07:30:05,R_eQCNbam4dgL3qgh,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,Not at all likely1,4,4,3,3,4,4,3,3,3,2,5,2,6,3,2,5,2,3,2,5,2,6,2,2,2,2,2,Somewhat flexible,5,Female,24,,1
2020-07-30 07:26:59,2020-07-30 07:30:05,IP Address,,100,186,True,2020-07-30 07:30:05,R_vIZqF0suAUCIyRj,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,Very likely7,5,6,6,"Very likely
7",5,6,5,4,6,Very reasonable7,5,Very reasonable7,6,5,5,6,6,6,5,6,5,"Very comfortable
7",6,5,5,6,5,Somewhat flexible,"Very comfortable
7",Female,34,,1
2020-07-30 07:28:41,2020-07-30 07:30:06,IP Address,,100,85,True,2020-07-30 07:30:06,R_w05ixRAi0siX5rb,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,5,5,6,5,6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Somewhat flexible,6,Female,30,,2
2020-07-30 07:28:01,2020-07-30 07:30:08,IP Address,,100,127,True,2020-07-30 07:30:08,R_bdcWOHqxyNoqYVz,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,Very likely7,"Very likely
7",6,6,"Very likely
7",6,5,6,5,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,6,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,Somewhat flexible,"Very comfortable
7",Male,32,,1
2020-07-30 07:27:33,2020-07-30 07:30:20,IP Address,,100,167,True,2020-07-30 07:30:21,R_XOeOuLAZALrpbMt,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Very likely7,"Very likely
7","Very likely
7","Very likely
7",5,"Very annoyed
7",6,"Very annoyed
7",3,"No control at all
1",5,2,3,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,2,3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,2,Male,38,,2
2020-07-30 07:27:31,2020-07-30 07:30:27,IP Address,,100,175,True,2020-07-30 07:30:27,R_2xWg03hC0bFJP9y,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,5,"Very likely
7","Very likely
7",2,2,4,4,"Very annoyed
7","Very annoyed
7",4,6,6,5,6,Not at all reasonable1,5,Not at all reasonable1,Not at all reasonable1,2,3,5,4,3,"Not  at all comfortable
1",3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,3,Male,30,,1
2020-07-30 07:28:59,2020-07-30 07:30:37,IP Address,,100,98,True,2020-07-30 07:30:37,R_PRO69WZg5mMykff,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,4,4,6,5,3,5,5,4,3,5,3,4,5,5,6,6,5,5,4,5,5,6,5,3,4,5,4,6,Somewhat flexible,5,Male,65,,2
2020-07-30 07:26:30,2020-07-30 07:30:49,IP Address,,100,258,True,2020-07-30 07:30:49,R_27U6oo4Vvwmftfi,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Very reasonable7,6,Very reasonable7,6,Very reasonable7,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,6,6,"Very comfortable
7",Somewhat flexible,6,Female,64,,2
2020-07-30 07:27:39,2020-07-30 07:30:57,IP Address,,100,198,True,2020-07-30 07:30:58,R_24kPL2TKNMYYgFP,,,,,,,anonymous,EN,Yes,Yes,Yes,10,,Not at all likely1,"Very likely
7","Very likely
7","Very likely
7",3,3,4,5,6,"No control at all
1",6,6,Very reasonable7,6,Not at all reasonable1,6,4,2,4,5,5,"Very comfortable
7",2,2,5,4,4,4,Somewhat flexible,4,Male,40,,1
2020-07-30 07:26:21,2020-07-30 07:31:02,IP Address,,100,281,True,2020-07-30 07:31:03,R_RhuntNAmVt4Xkpb,,,,,,,anonymous,EN,Yes,Yes,Yes,,2,Very likely7,6,"Very likely
7",6,"Very likely
7",6,6,"Very annoyed
7","Very annoyed
7",6,6,Very reasonable7,Very reasonable7,Very reasonable7,6,Very reasonable7,6,6,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,6,6,"Very comfortable
7",Somewhat flexible,6,Female,43,,2
2020-07-30 07:25:47,2020-07-30 07:31:06,IP Address,,100,319,True,2020-07-30 07:31:06,R_3JeEulLd7rib3da,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,6,6,6,"Very likely
7","Very likely
7","Very annoyed
7",6,6,"Very annoyed
7",6,6,6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,6,6,6,6,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",5,Somewhat flexible,6,Male,49,,1
2020-07-30 07:28:39,2020-07-30 07:31:07,IP Address,,100,148,True,2020-07-30 07:31:08,R_1jcFXc2ntTLJeDk,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,2,6,5,4,4,3,"Not at all annoyed
1",6,6,4,Not at all reasonable1,Very reasonable7,6,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,4,6,"Not  at all comfortable
1","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,4,Male,31,,2
2020-07-30 07:27:41,2020-07-30 07:31:11,IP Address,,100,209,True,2020-07-30 07:31:11,R_vUZtwz6X9QysQJX,,,,,,,anonymous,EN,Yes,Yes,Yes,,3,Very likely7,6,"Very likely
7",6,"Very likely
7",6,"Very annoyed
7","Very annoyed
7",6,"Very much control
7",Very reasonable7,6,6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,6,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Female,42,,2
2020-07-30 07:28:17,2020-07-30 07:31:16,IP Address,,100,179,True,2020-07-30 07:31:16,R_e2uWql7EhIbbNHH,,,,,,,anonymous,EN,Yes,Yes,Yes,,0,2,4,4,"Very likely
7",4,3,3,2,4,2,5,5,3,4,2,2,5,4,4,4,6,"Very comfortable
7",4,3,"Very comfortable
7",2,2,4,Somewhat flexible,4,Male,30,,2
2020-07-30 07:26:45,2020-07-30 07:31:19,IP Address,,100,273,True,2020-07-30 07:31:19,R_2dojIH7kUjVnAiC,,,,,,,anonymous,EN,Yes,Yes,Yes,,60,6,"Very likely
7","Very likely
7",5,6,"Very annoyed
7",6,6,5,"Very much control
7",6,Very reasonable7,6,5,6,Very reasonable7,5,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Male,27,,2
2020-07-30 07:27:44,2020-07-30 07:31:20,IP Address,,100,215,True,2020-07-30 07:31:20,R_3Mz2mzVUhNrxmZn,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,6,4,5,6,"Very likely
7","Very annoyed
7",4,6,5,6,2,4,5,6,5,5,2,Very reasonable7,3,5,"Very comfortable
7",5,3,3,4,6,3,5,Somewhat flexible,"Very comfortable
7",Female,61,,1
2020-07-30 07:30:06,2020-07-30 07:31:20,IP Address,,100,74,True,2020-07-30 07:31:21,R_yl2caADSnujDZPH,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Not at all likely1,6,6,4,4,4,6,"Very annoyed
7","Very annoyed
7",4,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Not at all reasonable1,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7",Somewhat flexible,6,Male,43,,1
2020-07-30 07:29:00,2020-07-30 07:31:22,IP Address,,100,141,True,2020-07-30 07:31:22,R_1jdmtZMurwgQWWH,,,,,,,anonymous,EN,Yes,Yes,Yes,60,,6,"Very likely
7","Very likely
7",6,6,6,"Very annoyed
7","Very annoyed
7",6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,6,6,6,6,"Very comfortable
7",6,"Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7",6,6,Somewhat flexible,6,Female,43,,1
2020-07-30 07:29:53,2020-07-30 07:31:23,IP Address,,100,89,True,2020-07-30 07:31:23,R_1QfMc2pc0QU62oQ,,,,,,,anonymous,EN,Yes,Yes,Yes,,250,4,5,5,4,4,"Not at all annoyed
1","Not at all annoyed
1","Very annoyed
7","Very annoyed
7",4,4,4,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,6,6,4,4,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",6,6,Somewhat flexible,3,Female,32,,2
2020-07-30 07:28:27,2020-07-30 07:31:29,IP Address,,100,181,True,2020-07-30 07:31:29,R_2SjiWiIoZy8GAs2,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,6,6,5,6,5,6,5,6,5,6,Very reasonable7,Very reasonable7,5,Very reasonable7,6,Very reasonable7,6,Very reasonable7,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",5,5,5,"Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Female,25,,1
2020-07-30 07:28:20,2020-07-30 07:31:47,IP Address,,100,207,True,2020-07-30 07:31:47,R_ZjHIsHBF6Lc8lTH,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,6,6,4,5,6,5,6,6,"Very annoyed
7",6,6,5,Very reasonable7,Very reasonable7,6,6,Very reasonable7,6,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,6,"Very comfortable
7",6,Somewhat flexible,6,Female,40,,2
2020-07-30 07:22:12,2020-07-30 07:31:48,IP Address,,100,575,True,2020-07-30 07:31:48,R_2Yh47YgImHIgCyk,,,,,,,anonymous,EN,Yes,Yes,Yes,6,,6,5,"Very likely
7",6,6,6,"Very annoyed
7",6,"Very annoyed
7",6,6,5,6,6,Very reasonable7,6,6,Very reasonable7,Very reasonable7,6,5,6,6,6,5,6,"Very comfortable
7","Very comfortable
7",Somewhat flexible,6,Female,35,,1
2020-07-30 07:28:49,2020-07-30 07:31:53,IP Address,,100,183,True,2020-07-30 07:31:53,R_2aWQ9ObT68rRTap,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,6,6,"Very likely
7",6,"Very likely
7",6,"Very annoyed
7","Very annoyed
7",6,6,6,6,Very reasonable7,Very reasonable7,5,6,Very reasonable7,6,6,6,6,6,"Very comfortable
7",5,"Very comfortable
7",6,6,"Very comfortable
7",Somewhat flexible,6,Male,37,,1
2020-07-30 07:29:06,2020-07-30 07:31:53,IP Address,,100,167,True,2020-07-30 07:31:53,R_2R4bdrsfvQONsuz,,,,,,,anonymous,EN,Yes,Yes,Yes,75,,6,6,5,5,"Very likely
7",6,5,"Very annoyed
7",5,6,6,6,Very reasonable7,4,Very reasonable7,5,4,6,5,6,5,"Very comfortable
7",5,5,6,6,4,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,27,,1
2020-07-30 07:24:57,2020-07-30 07:32:06,IP Address,,100,429,True,2020-07-30 07:32:06,R_1Dv7LZHLDHy7FbO,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,2,5,4,4,6,3,3,"Very annoyed
7","Very annoyed
7",5,5,5,5,6,6,6,4,5,6,5,4,3,4,5,4,2,4,6,Somewhat flexible,"Not at all comfortable 
1",Male,28,,2
2020-07-30 07:27:21,2020-07-30 07:32:24,IP Address,,100,303,True,2020-07-30 07:32:25,R_2zdsgFul9P1KJGK,,,,,,,anonymous,EN,Yes,Yes,Yes,,2,2,5,5,5,5,5,5,5,2,4,6,6,4,4,3,6,3,2,6,6,6,4,4,2,6,2,2,6,Somewhat flexible,4,Female,61,,2
2020-07-30 07:29:33,2020-07-30 07:32:25,IP Address,,100,172,True,2020-07-30 07:32:26,R_2ypi9qHJtCjuNQv,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,4,"Very likely
7","Very likely
7","Very likely
7",6,4,5,"Very annoyed
7",4,2,4,6,4,4,Not at all reasonable1,4,Very reasonable7,3,3,4,4,4,4,"Not  at all comfortable
1",4,6,6,6,Somewhat flexible,2,Male,31,,2
2020-07-30 07:30:24,2020-07-30 07:32:40,IP Address,,100,135,True,2020-07-30 07:32:40,R_AKUy7tSvEnUxFId,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,6,"Very likely
7","Very likely
7",6,6,6,"Very annoyed
7","Very annoyed
7",6,6,6,Very reasonable7,6,Very reasonable7,Very reasonable7,6,6,Very reasonable7,6,6,6,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,6,Male,35,,1
2020-07-30 07:29:41,2020-07-30 07:33:14,IP Address,,100,212,True,2020-07-30 07:33:14,R_2a8kvxxxGYp0BHF,,,,,,,anonymous,EN,Yes,Yes,Yes,,85,6,6,6,"Very likely
7","Very likely
7",6,"Very annoyed
7",6,"Very annoyed
7",6,Very reasonable7,Very reasonable7,6,6,6,6,6,Very reasonable7,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,6,"Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,6,Female,32,,2
2020-07-30 07:30:53,2020-07-30 07:33:15,IP Address,,100,141,True,2020-07-30 07:33:15,R_2zNHteJVU9LqcIW,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,6,6,5,5,6,6,5,6,5,5,5,6,6,5,5,6,6,5,5,5,6,5,5,6,6,6,6,5,Somewhat flexible,6,Female,35,,2
2020-07-30 07:28:16,2020-07-30 07:33:16,IP Address,,100,299,True,2020-07-30 07:33:16,R_3DjyzZa2sOkmMxW,,,,,,,anonymous,EN,Yes,Yes,Yes,,4,2,5,5,3,5,4,5,6,4,5,4,5,6,5,5,4,3,5,6,4,4,3,3,5,6,5,6,3,Somewhat flexible,5,Male,46,,2
2020-07-30 07:28:12,2020-07-30 07:33:33,IP Address,,100,320,True,2020-07-30 07:33:33,R_3jVQk3BgACisvfl,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,3,3,3,4,4,4,4,4,4,4,6,6,5,6,Very reasonable7,6,5,6,6,6,5,6,5,6,6,6,"Very comfortable
7",6,Somewhat flexible,4,Male,48,,1
2020-07-30 07:29:00,2020-07-30 07:33:40,IP Address,,100,279,True,2020-07-30 07:33:41,R_R8BZytXl8kaj2ql,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,Very likely7,6,6,5,"Very likely
7",5,"Very annoyed
7",6,6,"Very much control
7",Very reasonable7,6,Very reasonable7,5,6,Very reasonable7,5,Very reasonable7,6,6,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",5,6,5,Somewhat flexible,"Very comfortable
7",Male,28,,1
2020-07-30 07:32:06,2020-07-30 07:33:57,IP Address,,100,110,True,2020-07-30 07:33:57,R_2YeUSWMPTG0pkBA,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Very likely7,"Very likely
7",4,5,6,4,5,"Very annoyed
7",6,"Very much control
7",4,6,5,6,Very reasonable7,5,Very reasonable7,6,4,4,6,6,"Very comfortable
7",6,4,"Very comfortable
7",5,5,Somewhat flexible,"Very comfortable
7",Female,68,,1
2020-07-30 07:30:29,2020-07-30 07:34:11,IP Address,,100,222,True,2020-07-30 07:34:12,R_3dYrqOlxTLjUtib,,,,,,,anonymous,EN,Yes,Yes,Yes,,15,3,5,5,4,5,4,5,5,4,5,6,5,5,5,5,5,5,5,6,5,5,5,5,6,5,5,6,5,Somewhat flexible,4,Male,35,,2
2020-07-30 07:31:01,2020-07-30 07:34:53,IP Address,,100,232,True,2020-07-30 07:34:53,R_1pVtZPnSHpEKdoE,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,5,5,6,6,5,6,6,5,5,"No control at all
1",6,5,5,6,6,5,6,6,5,5,5,5,6,5,6,6,6,5,Somewhat flexible,"Very comfortable
7",Male,36,,1
2020-07-30 07:32:34,2020-07-30 07:34:54,IP Address,,100,140,True,2020-07-30 07:34:54,R_31aMRVR4xEHFyvO,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Not at all likely1,5,5,5,5,2,3,5,5,5,2,6,5,2,Not at all reasonable1,4,5,6,Very reasonable7,2,4,5,2,"Not  at all comfortable
1",2,6,6,6,Somewhat flexible,3,Female,39,,2
2020-07-30 07:33:29,2020-07-30 07:35:11,IP Address,,100,101,True,2020-07-30 07:35:11,R_ZxUUsc4chKZ33ln,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,6,6,6,5,5,"Very annoyed
7",6,"Very annoyed
7",6,5,Very reasonable7,Very reasonable7,Very reasonable7,6,5,6,5,5,6,5,"Very comfortable
7",6,6,6,5,"Very comfortable
7",6,6,Somewhat flexible,6,Female,39,,1
2020-07-30 07:32:04,2020-07-30 07:35:18,IP Address,,100,194,True,2020-07-30 07:35:18,R_3j1M6xktlyShkoX,,,,,,,anonymous,EN,Yes,Yes,Yes,,55,6,6,"Very likely
7",5,"Very likely
7",6,"Very annoyed
7",5,5,6,6,5,6,5,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7",5,6,"Very comfortable
7",6,Somewhat flexible,6,Female,49,,2
2020-07-30 07:31:13,2020-07-30 07:35:23,IP Address,,100,249,True,2020-07-30 07:35:23,R_1rvOzsf4Fs3yICw,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Not at all likely1,"Very likely
7","Very likely
7",5,3,2,3,4,4,3,4,5,6,3,Not at all reasonable1,3,2,Very reasonable7,Very reasonable7,4,5,4,3,"Not  at all comfortable
1",2,2,6,6,Somewhat flexible,5,Male,48,,2
2020-07-30 07:31:06,2020-07-30 07:35:56,IP Address,,100,290,True,2020-07-30 07:35:57,R_2c7pUsMXArQZLjm,,,,,,,anonymous,EN,Yes,Yes,Yes,10,,4,5,4,4,5,4,5,4,4,5,5,4,5,3,4,4,4,4,4,4,4,3,4,5,5,5,4,5,Somewhat flexible,5,Female,28,,1
2020-07-30 07:32:56,2020-07-30 07:35:59,IP Address,,100,183,True,2020-07-30 07:36:00,R_3frezlJxBARwTPD,,,,,,,anonymous,EN,Yes,Yes,Yes,,2,6,6,"Very likely
7","Very likely
7",6,6,6,6,"Very annoyed
7",6,6,6,Very reasonable7,6,Very reasonable7,6,Very reasonable7,6,Very reasonable7,5,"Very comfortable
7",6,"Very comfortable
7",6,6,"Very comfortable
7","Very comfortable
7",6,Somewhat flexible,6,Male,38,,2
2020-07-30 07:35:00,2020-07-30 07:36:01,IP Address,,100,61,True,2020-07-30 07:36:01,R_1E42UWVIS6FBycz,,,,,,,anonymous,EN,Yes,Yes,Yes,200,,5,6,5,6,5,4,5,5,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Somewhat flexible,5,Male,29,,1
2020-07-30 07:32:20,2020-07-30 07:36:01,IP Address,,100,221,True,2020-07-30 07:36:02,R_1FyWcPQcAlbQxVy,,,,,,,anonymous,EN,Yes,Yes,Yes,78,,6,6,"Very likely
7",6,4,4,"Very annoyed
7",6,3,6,6,Very reasonable7,4,6,Very reasonable7,5,6,5,4,"Very comfortable
7","Very comfortable
7",2,3,5,6,4,5,4,Somewhat flexible,5,Male,32,,1
2020-07-30 07:34:02,2020-07-30 07:36:27,IP Address,,100,144,True,2020-07-30 07:36:27,R_tKwaX2Dw4xbszG9,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,3,"Very likely
7",4,"Very likely
7",5,"Not at all annoyed
1",3,5,"Very annoyed
7",2,3,6,6,3,Not at all reasonable1,5,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,5,6,6,5,"Not  at all comfortable
1",4,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,3,Female,38,,2
2020-07-30 07:35:23,2020-07-30 07:36:32,IP Address,,100,69,True,2020-07-30 07:36:32,R_3LcFJ3bGP2uaHqD,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,Very likely7,5,"Very likely
7",6,6,6,5,"Very annoyed
7",5,6,5,5,6,Very reasonable7,Very reasonable7,Very reasonable7,6,Very reasonable7,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",6,5,5,6,6,Somewhat flexible,"Very comfortable
7",Male,29,,1
2020-07-30 07:28:21,2020-07-30 07:36:38,IP Address,,100,496,True,2020-07-30 07:36:38,R_2CHaWbuOfbPJQn8,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,6,6,6,"Very likely
7",6,6,6,5,6,5,Very reasonable7,5,Very reasonable7,Very reasonable7,6,6,Very reasonable7,6,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,5,"Very comfortable
7",6,6,Somewhat flexible,6,Male,35,,1
2020-07-30 07:36:03,2020-07-30 07:36:40,IP Address,,100,36,True,2020-07-30 07:36:40,R_10YGpr6rlmdYVCL,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,4,5,3,4,4,4,4,5,2,6,3,2,4,2,4,5,4,3,2,"Very comfortable
7","Very comfortable
7",2,"Very comfortable
7",3,3,5,"Very comfortable
7",3,Somewhat flexible,3,Male,33,,2
2020-07-30 07:33:16,2020-07-30 07:36:50,IP Address,,100,213,True,2020-07-30 07:36:50,R_1l4eBgOrnbtFC8C,,,,,,,anonymous,EN,Yes,Yes,Yes,,3,3,3,5,5,6,3,4,4,5,5,5,6,4,6,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,2,2,3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,"Very comfortable
7",Male,33,,2
2020-07-30 07:14:55,2020-07-30 07:37:03,IP Address,,100,1328,True,2020-07-30 07:37:04,R_D0KdL8PwzQPVeeJ,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,4,5,2,3,3,4,4,6,2,4,6,3,4,4,5,3,6,6,6,5,4,5,2,4,5,2,6,5,Somewhat flexible,5,Male,25,,1
2020-07-30 07:34:32,2020-07-30 07:37:14,IP Address,,100,162,True,2020-07-30 07:37:15,R_1K0XYMIbfcS6Unf,,,,,,,anonymous,EN,Yes,Yes,Yes,10,,Not at all likely1,"Very likely
7","Very likely
7","Very likely
7","Very likely
7",5,6,"Very annoyed
7","Very annoyed
7","No control at all
1",6,Very reasonable7,6,2,Not at all reasonable1,2,6,5,Very reasonable7,5,6,"Very comfortable
7",2,"Not  at all comfortable
1","Not  at all comfortable
1",4,"Very comfortable
7","Very comfortable
7",Somewhat flexible,4,Male,49,,1
2020-07-30 07:34:36,2020-07-30 07:37:19,IP Address,,100,162,True,2020-07-30 07:37:19,R_PLqUwk0ixPPYckV,,,,,,,anonymous,EN,Yes,Yes,Yes,,20,Not at all likely1,"Very likely
7",4,"Very likely
7","Very likely
7",2,4,6,6,2,4,6,4,4,Not at all reasonable1,4,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,2,6,6,4,"Not  at all comfortable
1",2,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,4,Male,40,,2
2020-07-30 07:33:20,2020-07-30 07:37:19,IP Address,,100,239,True,2020-07-30 07:37:19,R_2Qhs4P0vL6Hog0s,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,2,6,"Very likely
7",5,6,6,6,5,6,5,6,6,6,6,Very reasonable7,5,6,5,6,6,5,6,6,6,"Very comfortable
7",6,5,6,Somewhat flexible,6,Male,42,,1
2020-07-30 07:26:11,2020-07-30 07:38:30,IP Address,,100,738,True,2020-07-30 07:38:30,R_BXij5FPviz4n9Wp,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,4,"Very likely
7","Very likely
7","Very likely
7","Very likely
7","Very annoyed
7",4,"Very annoyed
7",4,5,Very reasonable7,4,Very reasonable7,Very reasonable7,3,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Very reasonable7,"Very comfortable
7",4,"Very comfortable
7","Very comfortable
7",3,"Very comfortable
7","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7",Somewhat flexible,5,Male,30,,1
2020-07-30 07:36:40,2020-07-30 07:38:31,IP Address,,100,111,True,2020-07-30 07:38:31,R_A5xs8shWIJHpF6h,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,6,6,6,"Very likely
7","Very likely
7",6,6,"Very annoyed
7","Very annoyed
7",6,6,6,6,Very reasonable7,Very reasonable7,6,6,6,Very reasonable7,"Very comfortable
7",6,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,6,Somewhat flexible,6,Male,35,,1
2020-07-30 07:35:06,2020-07-30 07:38:44,IP Address,,100,218,True,2020-07-30 07:38:45,R_3jeZcdq87fCAVcy,,,,,,,anonymous,EN,Yes,Yes,Yes,,40,3,5,4,5,5,4,2,6,5,3,4,4,6,4,Not at all reasonable1,3,2,6,5,2,3,4,3,"Not  at all comfortable
1",3,2,6,6,Somewhat flexible,4,Female,57,,2
2020-07-30 07:33:15,2020-07-30 07:39:15,IP Address,,100,360,True,2020-07-30 07:39:16,R_1TtIuTcV1sQJ1m1,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,2,"Very likely
7","Very likely
7","Very likely
7","Very likely
7",3,4,"Very annoyed
7","Very annoyed
7","No control at all
1",5,5,Not at all reasonable1,5,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,3,3,2,2,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,"Not at all comfortable 
1",Male,27,,2
